tv_symbol,screener_slug,bse_code,isin,name
NSE:UNITECH,UNITECH,,INE694A01020,Unitech Limited
NSE:UNITEDPOLY,UNITEDPOLY,,INE368U01029,United Polyfab Gujarat Limited
NSE:UNITEDTEA,UNITEDTEA,,INE458F01011,The United Nilgiri Tea Estates Company Limited
NSE:UNIVASTU,UNIVASTU,,INE562X01013,Univastu India Limited
NSE:UNIVCABLES,UNIVCABLES,,INE279A01012,Universal Cables Limited
NSE:UNIVPHOTO,UNIVPHOTO,,INE03V001013,Universus Photo Imagings Limited
NSE:UNOMINDA,UNOMINDA,,INE405E01023,UNO Minda Limited
NSE:UPL,UPL,,INE628A01036,UPL Limited
NSE:URAVIDEF,URAVIDEF,,INE568Z01015,Uravi Defence and Technology Limited
NSE:URBANCO,URBANCO,,INE0CAZ01013,Urban Company Limited
NSE:URJA,URJA,,INE550C01020,Urja Global Limited
NSE:USHAMART,USHAMART,,INE228A01035,Usha Martin Limited
NSE:USK,USK,,INE0N0Y01013,Udayshivakumar Infra Limited
NSE:UTIAMC,UTIAMC,,INE094J01016,UTI Asset Management Company Limited
NSE:UTKARSHBNK,UTKARSHBNK,,INE735W01017,Utkarsh Small Finance Bank Limited
NSE:UTLSOLAR,UTLSOLAR,,INE12UR01024,Fujiyama Power Systems Limited
NSE:UTTAMSUGAR,UTTAMSUGAR,,INE786F01031,Uttam Sugar Mills Limited
NSE:UYFINCORP,UYFINCORP,,INE152C01025,U. Y. Fincorp Limited
NSE:V2RETAIL,V2RETAIL,,INE945H01021,V2 Retail Limited
NSE:VADILALIND,VADILALIND,,INE694D01016,Vadilal Industries Limited
NSE:VAIBHAVGBL,VAIBHAVGBL,,INE884A01027,Vaibhav Global Limited
NSE:VAISHALI,VAISHALI,,INE972X01022,Vaishali Pharma Limited
NSE:VAKRANGEE,VAKRANGEE,,INE051B01021,Vakrangee Limited
NSE:VALIANTLAB,VALIANTLAB,,INE0JWS01017,Valiant Laboratories Limited
NSE:VALIANTORG,VALIANTORG,,INE565V01010,Valiant Organics Limited
NSE:VARDHACRLC,VARDHACRLC,,INE116G01013,Vardhman Acrylics Limited
NSE:VARDMNPOLY,VARDMNPOLY,,INE835A01029,Vardhman Polytex Limited
NSE:VARROC,VARROC,,INE665L01035,Varroc Engineering Limited
NSE:VASCONEQ,VASCONEQ,,INE893I01013,Vascon Engineers Limited
NSE:VASWANI,VASWANI,,INE590L01019,Vaswani Industries Limited
NSE:VBL,VBL,,INE200M01039,Varun Beverages Limited
NSE:VCL,VCL,,INE098201036,Vaxtex Cotfab Limited
NSE:VEDL,VEDL,,INE205A01025,Vedanta Limited
NSE:VEEDOL,VEEDOL,,INE484C01030,Veedol Corporation Limited
NSE:VELJAN,VELJAN,,INE232E01013,Veljan Denison Limited
NSE:VENKEYS,VENKEYS,,INE398A01010,Venky's (India) Limited
NSE:VENTIVE,VENTIVE,,INE781S01027,Ventive Hospitality Limited
NSE:VENUSPIPES,VENUSPIPES,,INE0JA001018,Venus Pipes & Tubes Limited
NSE:VENUSREM,VENUSREM,,INE411B01019,Venus Remedies Limited
NSE:VERANDA,VERANDA,,INE0IQ001011,Veranda Learning Solutions Limited
NSE:VERTOZ,VERTOZ,,INE188Y01031,Vertoz Limited
NSE:VESUVIUS,VESUVIUS,,INE386A01023,Vesuvius India Limited
NSE:VETO,VETO,,INE918N01018,Veto Switchgears And Cables Limited
NSE:VGL,VGL,,INE273D01027,VARVEE GLOBAL LIMITED
NSE:VGUARD,VGUARD,,INE951I01027,V-Guard Industries Limited
NSE:VHL,VHL,,INE701A01023,Vardhman Holdings Limited
NSE:VHLTD,VHLTD,,INE048C01025,Viceroy Hotels Limited
NSE:VIDHIING,VIDHIING,,INE632C01026,Vidhi Specialty Food Ingredients Limited
NSE:VIDYAWIRES,VIDYAWIRES,,INE14UN01029,Vidya Wires Limited
NSE:VIJAYA,VIJAYA,,INE043W01024,Vijaya Diagnostic Centre Limited
NSE:VIJIFIN,VIJIFIN,,INE159N01027,Viji Finance Limited
NSE:VIKASECO,VIKASECO,,INE806A01020,Vikas EcoTech Limited
NSE:VIKASLIFE,VIKASLIFE,,INE161L01027,Vikas Lifecare Limited
NSE:VIKRAMSOLR,VIKRAMSOLR,,INE078V01014,Vikram Solar Limited
NSE:VIKRAN,VIKRAN,,INE01R501028,Vikran Engineering Limited
NSE:VIMTALABS,VIMTALABS,,INE579C01029,Vimta Labs Limited
NSE:VINATIORGA,VINATIORGA,,INE410B01037,Vinati Organics Limited
NSE:VINCOFE,VINCOFE,,INE498Q01014,Vintage Coffee And Beverages Limited
NSE:VINDHYATEL,VINDHYATEL,,INE707A01012,Vindhya Telelinks Limited
NSE:VINEETLAB,VINEETLAB,,INE505Y01010,Vineet Laboratories Limited
NSE:VINNY,VINNY,,INE01KI01027,Vinny Overseas Limited
NSE:VINYLINDIA,VINYLINDIA,,INE250B01029,Vinyl Chemicals (India) Limited
NSE:VIPCLOTHNG,VIPCLOTHNG,,INE450G01024,VIP Clothing Limited
NSE:VIPIND,VIPIND,,INE054A01027,VIP Industries Limited
NSE:VIPULLTD,VIPULLTD,,INE946H01037,Vipul Limited
NSE:VIRINCHI,VIRINCHI,,INE539B01017,Virinchi Limited
NSE:VISAKAIND,VISAKAIND,,INE392A01021,Visaka Industries Limited
NSE:VISASTEEL,VISASTEEL,,INE286H01012,Visa Steel Limited
NSE:VISHNU,VISHNU,,INE270I01022,Vishnu Chemicals Limited
NSE:VISHWARAJ,VISHWARAJ,,INE430N01022,Vishwaraj Sugar Industries Limited
NSE:VITAL,VITAL,,INE0L4K01016,Vital Chemtech Limited
NSE:VIVIDHA,VIVIDHA,,INE370E01029,Visagar Polytex Limited
NSE:VIVIMEDLAB,VIVIMEDLAB,,INE526G01021,Vivimed Labs Limited
NSE:VIYASH,VIYASH,,INE807F01027,Viyash Scientific Limited
NSE:VLEGOV,VLEGOV,,INE03HW01020,VL E-Governance & IT Solutions Limited
NSE:VLSFINANCE,VLSFINANCE,,INE709A01018,VLS Finance Limited
NSE:VMART,VMART,,INE665J01013,V-Mart Retail Limited
NSE:VMM,VMM,,INE01EA01019,Vishal Mega Mart Limited
NSE:VMSTMT,VMSTMT,,INE0SJA01013,VMS TMT Limited
NSE:VOLTAMP,VOLTAMP,,INE540H01012,Voltamp Transformers Limited
NSE:VOLTAS,VOLTAS,,INE226A01021,Voltas Limited
NSE:VPRPL,VPRPL,,INE0AE001013,Vishnu Prakash R Punglia Limited
NSE:VRAJ,VRAJ,,INE0S2V01010,Vraj Iron and Steel Limited
NSE:VRLLOG,VRLLOG,,INE366I01010,VRL Logistics Limited
NSE:VSSL,VSSL,,INE050M01012,Vardhman Special Steels Limited
NSE:VSTIND,VSTIND,,INE710A01016,VST Industries Limited
NSE:VSTL,VSTL,,INE0QTF01015,Vibhor Steel Tubes Limited
NSE:VSTTILLERS,VSTTILLERS,,INE764D01017,V.S.T Tillers Tractors Limited
NSE:VTL,VTL,,INE825A01020,Vardhman Textiles Limited
NSE:WAAREEENER,WAAREEENER,,INE377N01017,Waaree Energies Limited
NSE:WAAREEINDO,WAAREEINDO,,INE866K01023,Indosolar Limited
NSE:WAAREERTL,WAAREERTL,,INE299N01021,Waaree Renewable Technologies Limited
NSE:WABAG,WABAG,,INE956G01038,VA Tech Wabag Limited
NSE:WAKEFIT,WAKEFIT,,INE0E7301029,Wakefit Innovations Limited
NSE:WALCHANNAG,WALCHANNAG,,INE711A01022,Walchandnagar Industries Limited
NSE:WANBURY,WANBURY,,INE107F01022,Wanbury Limited
NSE:WCIL,WCIL,,INE0CJF01024,Western Carriers (India) Limited
NSE:WEALTH,WEALTH,,INE658T01017,Wealth First Portfolio Managers Limited
NSE:WEBELSOLAR,WEBELSOLAR,,INE855C01023,Websol Energy System Limited
NSE:WEIZMANIND,WEIZMANIND,,INE080A01014,Weizmann Limited
NSE:WEL,WEL,,INE02WG01024,Wonder Electricals Limited
NSE:WELCORP,WELCORP,,INE191B01025,Welspun Corp Limited
NSE:WELENT,WELENT,,INE625G01013,Welspun Enterprises Limited
NSE:WELINV,WELINV,,INE389K01018,Welspun Investments and Commercials Limited
NSE:WELSPLSOL,WELSPLSOL,,INE731F01037,Welspun Specialty Solutions Limited
NSE:WELSPUNLIV,WELSPUNLIV,,INE192B01031,Welspun Living Limited
NSE:WENDT,WENDT,,INE274C01019,Wendt (India) Limited
NSE:WESTLIFE,WESTLIFE,,INE274F01020,WESTLIFE FOODWORLD LIMITED
NSE:WEWIN,WEWIN,,INE082W01014,WE WIN LIMITED
NSE:WEWORK,WEWORK,,INE085001019,WeWork India Management Limited
NSE:WHEELS,WHEELS,,INE715A01015,Wheels India Limited
NSE:WHIRLPOOL,WHIRLPOOL,,INE716A01013,Whirlpool of India Limited
NSE:WILLAMAGOR,WILLAMAGOR,,INE210A01017,Williamson Magor & Company Limited
NSE:WIMPLAST,WIMPLAST,,INE015B01018,Wim Plast Limited
NSE:WINDLAS,WINDLAS,,INE0H5O01029,Windlas Biotech Limited
NSE:WINDMACHIN,WINDMACHIN,,INE052A01021,Windsor Machines Limited
NSE:WINSOME,WINSOME,,INE784B01035,Winsome Yarns Limited
NSE:WIPL,WIPL,,INE215F01023,The Western India Plywoods Limited
NSE:WIPRO,WIPRO,,INE075A01022,Wipro Limited
NSE:WOCKPHARMA,WOCKPHARMA,,INE049B01025,Wockhardt Limited
NSE:WONDERLA,WONDERLA,,INE066O01014,Wonderla Holidays Limited
NSE:WORTHPERI,WORTHPERI,,INE196Y01018,Worth Peripherals Limited
NSE:WPIL,WPIL,,INE765D01022,WPIL Limited
NSE:WSI,WSI,,INE100D01014,W S Industries (I) Limited
NSE:WSTCSTPAPR,WSTCSTPAPR,,INE976A01021,West Coast Paper Mills Limited
NSE:XCHANGING,XCHANGING,,INE692G01013,Xchanging Solutions Limited
NSE:XELPMOC,XELPMOC,,INE01P501012,Xelpmoc Design And Tech Limited
NSE:XPROINDIA,XPROINDIA,,INE445C01015,Xpro India Limited
NSE:XTGLOBAL,XTGLOBAL,,INE547B01028,Xtglobal Infotech Limited
NSE:YASHO,YASHO,,INE616Z01012,Yasho Industries Limited
NSE:YATHARTH,YATHARTH,,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited
NSE:YATRA,YATRA,,INE0JR601024,Yatra Online Limited
NSE:YESBANK,YESBANK,,INE528G01035,Yes Bank Limited
NSE:YUKEN,YUKEN,,INE384C01016,Yuken India Limited
NSE:ZAGGLE,ZAGGLE,,INE07K301024,Zaggle Prepaid Ocean Services Limited
NSE:ZEEL,ZEEL,,INE256A01028,Zee Entertainment Enterprises Limited
NSE:ZEELEARN,ZEELEARN,,INE565L01011,Zee Learn Limited
NSE:ZEEMEDIA,ZEEMEDIA,,INE966H01019,Zee Media Corporation Limited
NSE:ZENITHEXPO,ZENITHEXPO,,INE058B01018,Zenith Exports Limited
NSE:ZENITHSTL,ZENITHSTL,,INE318D01020,Zenith Steel Pipes & Industries Limited
NSE:ZENSARTECH,ZENSARTECH,,INE520A01027,Zensar Technologies Limited
NSE:ZENTEC,ZENTEC,,INE251B01027,Zen Technologies Limited
NSE:ZFCVINDIA,ZFCVINDIA,,INE342J01019,ZF Commercial Vehicle Control Systems India Limited
NSE:ZFSTEERING,ZFSTEERING,,INE116C01012,ZF Steering Gear (India) Limited
NSE:ZIMLAB,ZIMLAB,,INE518E01015,Zim Laboratories Limited
NSE:ZODIAC,ZODIAC,,INE761Y01019,Zodiac Energy Limited
NSE:ZODIACLOTH,ZODIACLOTH,,INE206B01013,Zodiac Clothing Company Limited
NSE:ZOTA,ZOTA,,INE358U01012,Zota Health Care LImited
NSE:ZSARACOM,ZSARACOM,,INE967G01019,Saraswati Commercial India Limited
NSE:ZUARI,ZUARI,,INE840M01016,Zuari Agro Chemicals Limited
NSE:ZUARIIND,ZUARIIND,,INE217A01012,ZUARI INDUSTRIES LIMITED
NSE:ZYDUSLIFE,ZYDUSLIFE,,INE010B01027,Zydus Lifesciences Limited
NSE:ZYDUSWELL,ZYDUSWELL,,INE768C01028,Zydus Wellness Limited
NSE:DRDATSONS,DRDATSONS,,,
BSE:531897,531897,531897,,
BSE:526347,526347,526347,,
NSE:ABCIL,ABCIL,,,
BSE:523031,523031,523031,,
BSE:503655,503655,503655,,
NSE:AFTEK,AFTEK,,,
NSE:TELEDATAGL,TELEDATAGL,,,
BSE:533314,533314,533314,,
BSE:524448,524448,524448,,
NSE:id,id,,,
NSE:ALFALAVAL,ALFALAVAL,,,
BSE:506120,506120,506120,,
NSE:AMAR,AMAR,,,
NSE:AMLSTEEL,AMLSTEEL,,,
BSE:531728,531728,531728,,
BSE:531678,531678,531678,,
NSE:ANKURDRUGS,ANKURDRUGS,,,
BSE:532981,532981,532981,,
NSE:AQUA,AQUA,,,
BSE:532068,532068,532068,,
BSE:504370,504370,504370,,
BSE:509110,509110,509110,,
BSE:512642,512642,512642,,
BSE:524760,524760,524760,,
BSE:511750,511750,511750,,
NSE:ASHCONIUL,ASHCONIUL,,,
NSE:ASIANELEC,ASIANELEC,,,
BSE:532047,532047,532047,,
BSE:506267,506267,506267,,
BSE:532161,532161,532161,,
BSE:531733,531733,531733,,
BSE:509011,509011,509011,,
BSE:511210,511210,511210,,
BSE:507050,507050,507050,,
NSE:BELLCERATL,BELLCERATL,,,
BSE:512195,512195,512195,,
BSE:524737,524737,524737,,
NSE:BECREL,BECREL,,,
BSE:531481,531481,531481,,
BSE:501233,501233,501233,,
BSE:512313,512313,512313,,
NSE:DAGERFORST,DAGERFORST,,,
BSE:533469,533469,533469,,
NSE:BIRLAPOWER,BIRLAPOWER,,,
BSE:516112,516112,516112,,
NSE:BLUEBIRD,BLUEBIRD,,,
BSE:511361,511361,511361,,
BSE:502216,502216,502216,,
BSE:531194,531194,531194,,
NSE:BRANDHOUSE,BRANDHOUSE,,,
BSE:506164,506164,506164,,
BSE:504643,504643,504643,,
BSE:531932,531932,531932,,
NSE:CCI,CCI,,,
BSE:532405,532405,532405,,
NSE:COMPACDISC,COMPACDISC,,,
NSE:CEATFIN,CEATFIN,,,
BSE:504671,504671,504671,,
BSE:533026,533026,533026,,
NSE:CHESLINTEX,CHESLINTEX,,,
NSE:CHETTINAD,CHETTINAD,,,
NSE:CMC,CMC,,,
NSE:CORAL-HUB,CORAL-HUB,,,
BSE:505678,505678,505678,,
NSE:CRESTANI,CRESTANI,,,
NSE:CREWBOS,CREWBOS,,,
BSE:526033,526033,526033,,
NSE:DCHL,DCHL,,,
NSE:DECOLIGHT,DECOLIGHT,,,
NSE:DENSO,DENSO,,,
NSE:DHANUS,DHANUS,,,
BSE:531171,531171,531171,,
BSE:503978,503978,503978,,
NSE:DOONVALLEY,DOONVALLEY,,,
BSE:524276,524276,524276,,
NSE:DUNLOP,DUNLOP,,,
BSE:531330,531330,531330,,
NSE:EDSERV,EDSERV,,,
BSE:524788,524788,524788,,
NSE:ELGIRUBBER,ELGIRUBBER,,,
BSE:502374,502374,502374,,
BSE:531470,531470,531470,,
NSE:EMTEXIND,EMTEXIND,,,
BSE:524374,524374,524374,,
BSE:531615,531615,531615,,
NSE:ESSAROIL,ESSAROIL,,,
NSE:ESSARPORTS,ESSARPORTS,,,
NSE:EVINIX,EVINIX,,,
BSE:502223,502223,502223,,
BSE:530337,530337,530337,,
BSE:512163,512163,512163,,
BSE:511668,511668,511668,,
NSE:FAME,FAME,,,
BSE:531820,531820,531820,,
BSE:512219,512219,512219,,
NSE:FIRSTLEASE,FIRSTLEASE,,,
BSE:523576,523576,523576,,
NSE:FKONCO,FKONCO,,,
NSE:FULFORD,FULFORD,,,
BSE:531854,531854,531854,,
BSE:531760,531760,531760,,
NSE:INDIANORG,INDIANORG,,,
BSE:530237,530237,530237,,
BSE:511489,511489,511489,,
BSE:531601,531601,531601,,
NSE:GEODESIC,GEODESIC,,,
BSE:511503,511503,511503,,
NSE:GLODYNE,GLODYNE,,,
NSE:GLORY,GLORY,,,
NSE:GSL,GSL,,,
NSE:GUJRATGAS,GUJRATGAS,,,
NSE:HANILERA,HANILERA,,,
BSE:514308,514308,514308,,
BSE:512121,512121,512121,,
BSE:503689,503689,503689,,
BSE:520026,520026,520026,,
BSE:532671,532671,532671,,
NSE:HIRAFERRO,HIRAFERRO,,,
BSE:506170,506170,506170,,
NSE:INDOASAHI,INDOASAHI,,,
BSE:526610,526610,526610,,
NSE:INDIASEC,INDIASEC,,,
NSE:INDIABULLS,INDIABULLS,,,
BSE:531084,531084,531084,,
NSE:INDTRADECO,INDTRADECO,,,
NSE:INDUSFILA,INDUSFILA,,,
BSE:532381,532381,532381,,
NSE:INGVYSYABK,INGVYSYABK,,,
BSE:517250,517250,517250,,
BSE:531777,531777,531777,,
BSE:523770,523770,523770,,
NSE:IOLN,IOLN,,,
BSE:532421,532421,532421,,
NSE:IVRCLAH,IVRCLAH,,,
BSE:513012,513012,513012,,
NSE:JEYPORE,JEYPORE,,,
NSE:SWIL,SWIL,,,
BSE:532519,532519,532519,,
BSE:524378,524378,524378,,
BSE:502335,502335,502335,,
NSE:JSWISPAT,JSWISPAT,,,
BSE:511060,511060,511060,,
NSE:JUPITER,JUPITER,,,
BSE:590036,590036,590036,,
BSE:530165,530165,530165,,
BSE:590053,590053,590053,,
BSE:512585,512585,512585,,
BSE:502512,502512,502512,,
NSE:KOPDRUGS,KOPDRUGS,,,
BSE:532758,532758,532758,,
BSE:531401,531401,531401,,
NSE:KINETICMOT,KINETICMOT,,,
NSE:KFA,KFA,,,
NSE:KBIL,KBIL,,,
NSE:KITPLYIND,KITPLYIND,,,
NSE:KLGSYSTEL,KLGSYSTEL,,,
BSE:526379,526379,526379,,
NSE:KOUTONS,KOUTONS,,,
NSE:KRISHNAENG,KRISHNAENG,,,
BSE:513627,513627,513627,,
BSE:506540,506540,506540,,
BSE:530273,530273,530273,,
BSE:508982,508982,508982,,
NSE:LLOYDFIN,LLOYDFIN,,,
BSE:514242,514242,514242,,
NSE:MAARSOFTW,MAARSOFTW,,,
BSE:524270,524270,524270,,
BSE:530059,530059,530059,,
BSE:531664,531664,531664,,
BSE:524138,524138,524138,,
NSE:MAHINDUGIN,MAHINDUGIN,,,
BSE:514492,514492,514492,,
NSE:MANJUSHREE,MANJUSHREE,,,
BSE:513355,513355,513355,,
BSE:531131,531131,531131,,
NSE:MAWANA,MAWANA,,,
NSE:MCLEODRUS,MCLEODRUS,,,
NSE:METALPIPE,METALPIPE,,,
BSE:522298,522298,522298,,
NSE:MICROTECH,MICROTECH,,,
BSE:533220,533220,533220,,
BSE:531597,531597,531597,,
BSE:531942,531942,531942,,
BSE:504367,504367,504367,,
BSE:530033,530033,530033,,
BSE:531096,531096,531096,,
BSE:505594,505594,505594,,
BSE:530375,530375,530375,,
BSE:519200,519200,519200,,
BSE:532999,532999,532999,,
BSE:532045,532045,532045,,
BSE:506123,506123,506123,,
NSE:NIVINFRA,NIVINFRA,,,
NSE:NOVOPANIND,NOVOPANIND,,,
NSE:NRC,NRC,,,
NSE:NUCHEM,NUCHEM,,,
BSE:532607,532607,532607,,
BSE:531617,531617,531617,,
NSE:OSWALMIN,OSWALMIN,,,
NSE:OSWALSPG,OSWALSPG,,,
NSE:PALCREDIT,PALCREDIT,,,
NSE:PANASONIC,PANASONIC,,,
BSE:511082,511082,511082,,
NSE:PARAL,PARAL,,,
NSE:PAREKHPLAT,PAREKHPLAT,,,
NSE:PATNI,PATNI,,,
NSE:PEPL,PEPL,,,
BSE:524046,524046,524046,,
NSE:PIRGLASS,PIRGLASS,,,
BSE:532117,532117,532117,,
NSE:POLARIND,POLARIND,,,
BSE:523333,523333,523333,,
BSE:532736,532736,532736,,
BSE:531293,531293,531293,,
BSE:531256,531256,531256,,
BSE:526691,526691,526691,,
NSE:PRITHVI,PRITHVI,,,
NSE:PSMSPGMILL,PSMSPGMILL,,,
BSE:530069,530069,530069,,
BSE:512191,512191,512191,,
BSE:526465,526465,526465,,
BSE:513630,513630,513630,,
NSE:RANBAXY,RANBAXY,,,
NSE:RANKLIN,RANKLIN,,,
BSE:523780,523780,523780,,
NSE:RASLAMIPAK,RASLAMIPAK,,,
BSE:532055,532055,532055,,
BSE:512397,512397,512397,,
BSE:531391,531391,531391,,
BSE:526403,526403,526403,,
NSE:RBN,RBN,,,
NSE:RELMEDIA,RELMEDIA,,,
BSE:502473,502473,502473,,
BSE:505658,505658,505658,,
NSE:ALBRMORARJ,ALBRMORARJ,,,
BSE:531218,531218,531218,,
BSE:523658,523658,523658,,
BSE:530061,530061,530061,,
BSE:501154,501154,501154,,
BSE:530631,530631,530631,,
NSE:SKUMARSYNF,SKUMARSYNF,,,
BSE:522296,522296,522296,,
BSE:531374,531374,531374,,
NSE:SABERORGAN,SABERORGAN,,,
BSE:506172,506172,506172,,
BSE:533079,533079,533079,,
NSE:SANGHIPOLY,SANGHIPOLY,,,
BSE:531312,531312,531312,,
NSE:SATYAMCOMP,SATYAMCOMP,,,
BSE:503893,503893,503893,,
BSE:501887,501887,501887,,
BSE:530989,530989,530989,,
BSE:523359,523359,523359,,
NSE:SHASUNPHAR,SHASUNPHAR,,,
BSE:503630,503630,503630,,
BSE:507952,507952,507952,,
NSE:SHREEASHTA,SHREEASHTA,,,
BSE:530835,530835,530835,,
BSE:501267,501267,501267,,
NSE:DALMIAREF,DALMIAREF,,,
BSE:531261,531261,531261,,
BSE:505529,505529,505529,,
BSE:526835,526835,526835,,
NSE:SIMBHSUGAR,SIMBHSUGAR,,,
BSE:524719,524719,524719,,
NSE:SOUISPAT,SOUISPAT,,,
NSE:SPANCO,SPANCO,,,
BSE:532249,532249,532249,,
NSE:SRHHLINDST,SRHHLINDST,,,
NSE:SRICHAMUND,SRICHAMUND,,,
BSE:521236,521236,521236,,
BSE:526893,526893,526893,,
BSE:513530,513530,513530,,
NSE:STERLINHOL,STERLINHOL,,,
NSE:STER,STER,,,
BSE:512640,512640,512640,,
NSE:SUASHDIMON,SUASHDIMON,,,
BSE:531866,531866,531866,,
BSE:531013,531013,531013,,
BSE:530425,530425,530425,,
BSE:531295,531295,531295,,
NSE:SURYAPHARM,SURYAPHARM,,,
NSE:TAKSHEEL,TAKSHEEL,,,
NSE:TCPLTD,TCPLTD,,,
BSE:522142,522142,522142,,
BSE:513153,513153,513153,,
NSE:TELEMARINE,TELEMARINE,,,
NSE:TELEDATAIT,TELEDATAIT,,,
BSE:519228,519228,519228,,
BSE:501756,501756,501756,,
NSE:TIMBOR,TIMBOR,,,
BSE:504353,504353,504353,,
BSE:530155,530155,530155,,
NSE:TORRENTCAB,TORRENTCAB,,,
BSE:531318,531318,531318,,
BSE:512101,512101,512101,,
NSE:TULIP,TULIP,,,
BSE:532311,532311,532311,,
NSE:TWILITAKA,TWILITAKA,,,
BSE:512117,512117,512117,,
BSE:512307,512307,512307,,
BSE:526463,526463,526463,,
BSE:526879,526879,526879,,
NSE:UBENGG,UBENGG,,,
BSE:530937,530937,530937,,
NSE:UNIFLEX,UNIFLEX,,,
BSE:532338,532338,532338,,
BSE:511114,511114,511114,,
BSE:521046,521046,521046,,
NSE:VARUN,VARUN,,,
NSE:VARUNSHIP,VARUNSHIP,,,
BSE:524310,524310,524310,,
BSE:532093,532093,532093,,
BSE:531874,531874,531874,,
NSE:VENUSUGAR,VENUSUGAR,,,
BSE:530487,530487,530487,,
BSE:506103,506103,506103,,
BSE:504991,504991,504991,,
NSE:VIKASHMET,VIKASHMET,,,
NSE:VINCARDS,VINCARDS,,,
NSE:VIPPYSOLVX,VIPPYSOLVX,,,
BSE:505930,505930,505930,,
BSE:507405,507405,507405,,
NSE:VITALCOMM,VITALCOMM,,,
BSE:530583,530583,530583,,
BSE:531865,531865,531865,,
BSE:520003,520003,520003,,
NSE:GFL,GFL,,,
BSE:531249,531249,531249,,
NSE:WELGLOB,WELGLOB,,,
NSE:WYETH,WYETH,,,
NSE:ZENITHINFO,ZENITHINFO,,,
BSE:532177,532177,532177,,
BSE:511421,511421,511421,,
BSE:502255,502255,502255,,
BSE:531627,531627,531627,,
BSE:531724,531724,531724,,
BSE:515097,515097,515097,,
NSE:CINEMAXIN,CINEMAXIN,,,
BSE:522279,522279,522279,,
NSE:PERCIMDIAM,PERCIMDIAM,,,
BSE:523353,523353,523353,,
BSE:501178,501178,501178,,
BSE:506087,506087,506087,,
BSE:780001,780001,780001,,
BSE:780002,780002,780002,,
BSE:780003,780003,780003,,
BSE:780004,780004,780004,,
BSE:780005,780005,780005,,
NSE:MAKE,MAKE,,,
BSE:538400,538400,538400,,
NSE:WELENTRP,WELENTRP,,,
BSE:780008,780008,780008,,
BSE:780009,780009,780009,,
BSE:780010,780010,780010,,
BSE:780012,780012,780012,,
BSE:780013,780013,780013,,
BSE:780016,780016,780016,,
BSE:780017,780017,780017,,
BSE:780018,780018,780018,,
BSE:500025,500025,500025,,
NSE:BALAJIIND,BALAJIIND,,,
NSE:BELLARYSTL,BELLARYSTL,,,
NSE:CAUVERSOFT,CAUVERSOFT,,,
NSE:COREPARENT,COREPARENT,,,
NSE:CTCOTTON,CTCOTTON,,,
NSE:FABWORTH,FABWORTH,,,
NSE:GANESHANHY,GANESHANHY,,,
NSE:GOODVALUE,GOODVALUE,,,
NSE:HOTLINGLAS,HOTLINGLAS,,,
NSE:INDUNISSAN,INDUNISSAN,,,
NSE:JORDENGG,JORDENGG,,,
NSE:METAZINC,METAZINC,,,
NSE:MIDEASTI,MIDEASTI,,,
NSE:MODRNSYNTX,MODRNSYNTX,,,
NSE:MODERNWOOL,MODERNWOOL,,,
NSE:NOVAELEMAG,NOVAELEMAG,,,
NSE:SBIHOMEFIN,SBIHOMEFIN,,,
NSE:SHAMKNSPIN,SHAMKNSPIN,,,
NSE:SMDYECHEM,SMDYECHEM,,,
NSE:USHAINDIA,USHAINDIA,,,
NSE:USHAISPAT,USHAISPAT,,,
BSE:500438,500438,500438,,
NSE:MODERNDENM,MODERNDENM,,,
NSE:NEPCAGRO,NEPCAGRO,,,
BSE:500466,500466,500466,,
BSE:501316,501316,501316,,
BSE:501355,501355,501355,,
BSE:501458,501458,501458,,
BSE:501482,501482,501482,,
BSE:501815,501815,501815,,
BSE:501874,501874,501874,,
BSE:502187,502187,502187,,
BSE:502260,502260,502260,,
BSE:502700,502700,502700,,
BSE:502856,502856,502856,,
BSE:502920,502920,502920,,
BSE:502943,502943,502943,,
BSE:503297,503297,503297,,
BSE:503628,503628,503628,,
BSE:503876,503876,503876,,
NSE:WILLARDLTD,WILLARDLTD,,,
BSE:504387,504387,504387,,
BSE:504621,504621,504621,,
BSE:504717,504717,504717,,
BSE:504896,504896,504896,,
BSE:505032,505032,505032,,
BSE:505511,505511,505511,,
BSE:505539,505539,505539,,
BSE:505672,505672,505672,,
BSE:505923,505923,505923,,
BSE:506024,506024,506024,,
NSE:STEELTUBES,STEELTUBES,,,
BSE:506095,506095,506095,,
BSE:506102,506102,506102,,
BSE:506162,506162,506162,,
NSE:ADARSHCHEM,ADARSHCHEM,,,
BSE:506345,506345,506345,,
BSE:506580,506580,506580,,
BSE:506650,506650,506650,,
BSE:506718,506718,506718,,
BSE:506959,506959,506959,,
BSE:506987,506987,506987,,
NSE:BSI,BSI,,,
BSE:507140,507140,507140,,
BSE:507150,507150,507150,,
BSE:507482,507482,507482,,
BSE:507743,507743,507743,,
BSE:507831,507831,507831,,
BSE:507884,507884,507884,,
BSE:507924,507924,507924,,
BSE:507926,507926,507926,,
BSE:507940,507940,507940,,
NSE:VMJOGENGG,VMJOGENGG,,,
BSE:507997,507997,507997,,
BSE:508671,508671,508671,,
BSE:508924,508924,508924,,
BSE:508987,508987,508987,,
BSE:509063,509063,509063,,
BSE:509367,509367,509367,,
NSE:WOPOLIN,WOPOLIN,,,
BSE:509440,509440,509440,,
